DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Minas Gerais
Casos Prováveis por Município de residência e Mês 1º Sintoma(s)
Período:2023
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"315910 SANTANA DOS MONTES";1;2;1;3;4;-;1;-;1;-;-;-;13
"315920 SANTA RITA DE CALDAS";-;-;-;-;-;-;-;-;-;-;-;-;-
"315930 SANTA RITA DE JACUTINGA";-;1;5;-;-;-;-;-;-;-;-;4;10
"315935 SANTA RITA DE MINAS";2;6;65;35;23;6;-;2;-;-;-;4;143
"315940 SANTA RITA DE IBITIPOCA";-;-;-;-;-;-;-;-;-;-;1;-;1
"315950 SANTA RITA DO ITUETO";-;-;3;1;2;-;-;-;-;-;-;1;7
"315960 SANTA RITA DO SAPUCAI";-;-;2;3;4;-;-;-;1;-;1;-;11
"315970 SANTA ROSA DA SERRA";-;1;-;2;3;-;-;1;-;-;-;3;10
"315980 SANTA VITORIA";18;65;173;231;220;73;8;4;8;2;1;3;806
"315990 SANTO ANTONIO DO AMPARO";2;2;8;78;35;-;14;4;3;17;173;534;870
"316000 SANTO ANTONIO DO AVENTUREIRO";-;-;2;2;2;-;-;-;-;3;5;10;24
"316010 SANTO ANTONIO DO GRAMA";-;2;41;60;34;2;-;-;-;2;1;-;142
"316020 SANTO ANTONIO DO ITAMBE";1;1;1;2;22;5;4;1;1;-;-;-;38
"316030 SANTO ANTONIO DO JACINTO";43;103;58;38;56;22;9;3;-;4;6;2;344
"316040 SANTO ANTONIO DO MONTE";2;9;43;117;59;22;6;2;1;1;7;16;285
"316045 SANTO ANTONIO DO RETIRO";-;3;-;-;-;-;-;-;-;-;-;1;4
"316050 SANTO ANTONIO DO RIO ABAIXO";-;-;-;2;-;-;-;-;-;-;-;-;2
"316060 SANTO HIPOLITO";2;4;16;19;9;-;-;1;-;-;-;17;68
"316070 SANTOS DUMONT";-;4;4;25;8;1;1;1;-;-;-;1;45
"316080 SAO BENTO ABADE";-;-;-;-;-;-;-;-;-;-;-;-;-
"316090 SAO BRAS DO SUACUI";-;-;2;12;12;1;1;-;-;2;4;1;35
"316095 SAO DOMINGOS DAS DORES";-;2;14;15;5;-;-;-;-;-;-;-;36
"316100 SAO DOMINGOS DO PRATA";1;4;17;15;3;1;-;-;-;-;-;5;46
"316105 SAO FELIX DE MINAS";4;23;11;1;-;1;-;-;-;-;-;1;41
"316110 SAO FRANCISCO";123;411;165;61;27;3;-;-;-;-;3;1;794
"316120 SAO FRANCISCO DE PAULA";-;1;19;38;30;2;2;1;-;-;-;-;93
"316130 SAO FRANCISCO DE SALES";-;1;9;10;7;6;1;-;-;-;-;-;34
"316140 SAO FRANCISCO DO GLORIA";1;14;54;60;15;-;-;-;-;-;-;-;144
"316150 SAO GERALDO";17;110;139;44;13;32;3;1;1;1;2;-;363
"316160 SAO GERALDO DA PIEDADE";-;1;-;-;1;-;-;-;-;-;-;-;2
"316165 SAO GERALDO DO BAIXIO";-;-;1;-;1;5;-;-;1;1;2;2;13
"316170 SAO GONCALO DO ABAETE";2;5;30;64;51;11;7;2;2;4;3;9;190
"316180 SAO GONCALO DO PARA";1;7;122;12;4;1;2;1;1;-;2;7;160
"316190 SAO GONCALO DO RIO ABAIXO";3;16;167;601;637;161;14;8;2;-;1;1;1611
"316200 SAO GONCALO DO SAPUCAI";-;-;2;5;1;1;-;-;-;1;1;1;12
"316210 SAO GOTARDO";12;26;115;274;167;32;4;1;-;-;5;12;648
"316220 SAO JOAO BATISTA DO GLORIA";1;9;120;108;70;18;1;2;-;-;-;-;329
"316225 SAO JOAO DA LAGOA";-;2;3;20;8;2;-;-;-;1;7;51;94
"316230 SAO JOAO DA MATA";-;-;-;1;-;-;-;-;-;-;-;-;1
"316240 SAO JOAO DA PONTE";3;3;1;1;1;-;-;-;1;2;55;17;84
"316245 SAO JOAO DAS MISSOES";16;4;1;-;-;-;-;-;1;-;-;-;22
"316250 SAO JOAO DEL REI";15;37;168;363;297;71;14;14;8;8;13;48;1056
"316255 SAO JOAO DO MANHUACU";1;1;62;32;62;7;1;1;1;-;-;-;168
"316257 SAO JOAO DO MANTENINHA";1;21;104;58;78;36;13;3;5;16;28;25;388
"316260 SAO JOAO DO ORIENTE";405;56;6;5;1;1;-;1;-;-;-;3;478
"316265 SAO JOAO DO PACUI";5;15;7;6;3;2;1;1;-;-;-;-;40
"316270 SAO JOAO DO PARAISO";-;-;-;-;-;-;-;-;-;-;-;1;1
"316280 SAO JOAO EVANGELISTA";-;6;20;28;25;4;13;-;-;-;-;-;96
"316290 SAO JOAO NEPOMUCENO";5;40;521;705;336;96;23;2;8;31;11;4;1782
"316292 SAO JOAQUIM DE BICAS";4;13;149;199;122;56;18;12;5;7;3;75;663
"316294 SAO JOSE DA BARRA";5;12;167;215;61;11;3;2;5;1;-;6;488
"316295 SAO JOSE DA LAPA";2;4;13;35;73;67;27;19;11;8;24;100;383
"316300 SAO JOSE DA SAFIRA";60;46;14;4;-;-;-;-;2;-;-;-;126
"316310 SAO JOSE DA VARGINHA";1;4;13;3;6;1;-;-;-;-;-;-;28
"316320 SAO JOSE DO ALEGRE";-;-;-;-;-;-;-;-;-;-;3;10;13
"316330 SAO JOSE DO DIVINO";-;-;-;-;-;3;1;2;-;-;49;27;82
"316340 SAO JOSE DO GOIABAL";1;4;116;43;1;1;2;-;-;2;7;32;209
"316350 SAO JOSE DO JACURI";-;-;-;-;-;-;-;-;-;-;1;-;1
"316360 SAO JOSE DO MANTIMENTO";-;-;1;-;3;1;-;-;2;15;8;10;40
"316370 SAO LOURENCO";-;-;4;15;15;3;1;1;-;-;-;-;39
"316380 SAO MIGUEL DO ANTA";-;-;2;12;2;-;-;-;-;1;-;-;17
"316390 SAO PEDRO DA UNIAO";-;2;8;5;2;-;-;-;-;-;-;-;17
"316400 SAO PEDRO DOS FERROS";1;4;24;25;32;13;-;-;1;-;-;-;100
"316410 SAO PEDRO DO SUACUI";-;-;2;2;2;-;-;-;1;-;-;-;7
"316420 SAO ROMAO";64;157;43;3;4;-;-;-;-;-;3;4;278
"316430 SAO ROQUE DE MINAS";-;-;2;11;12;5;1;-;-;-;2;5;38
"316440 SAO SEBASTIAO DA BELA VISTA";-;-;-;2;-;-;-;1;-;-;-;-;3
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";-;2;15;17;2;-;-;-;-;-;-;-;36
"316447 SAO SEBASTIAO DO ANTA";-;-;-;-;-;-;-;-;-;-;-;1;1
"316450 SAO SEBASTIAO DO MARANHAO";1;-;-;-;1;-;-;-;-;-;3;-;5
"316460 SAO SEBASTIAO DO OESTE";1;11;39;92;85;16;3;-;1;1;-;1;250
"316470 SAO SEBASTIAO DO PARAISO";97;627;1753;1922;809;87;18;11;4;7;7;7;5349
"316480 SAO SEBASTIAO DO RIO PRETO";-;-;-;-;-;-;-;-;-;-;1;-;1
"316490 SAO SEBASTIAO DO RIO VERDE";1;-;-;-;-;-;-;-;-;1;-;-;2
"316500 SAO TIAGO";-;10;29;16;5;-;-;-;-;-;1;1;62
"316510 SAO TOMAS DE AQUINO";-;-;8;12;8;3;2;-;1;2;-;-;36
"316520 SAO THOME DAS LETRAS";-;-;1;6;3;-;-;-;-;-;-;-;10
"316530 SAO VICENTE DE MINAS";-;-;-;2;-;2;-;1;-;1;-;-;6
"316540 SAPUCAI-MIRIM";-;-;-;-;-;-;-;-;-;1;1;-;2
"316550 SARDOA";-;3;6;10;10;4;-;-;-;-;-;-;33
"316553 SARZEDO";-;4;17;46;37;13;10;7;8;8;81;321;552
"316555 SETUBINHA";-;-;5;6;4;1;1;-;-;-;-;2;19
"316556 SEM-PEIXE";-;-;5;19;7;1;-;1;-;3;72;30;138
"316557 SENADOR AMARAL";-;-;-;-;-;-;-;-;-;-;-;-;-
"316560 SENADOR CORTES";-;-;-;1;2;-;-;-;1;3;-;-;7
"316570 SENADOR FIRMINO";-;-;3;6;9;-;-;-;-;-;-;1;19
"316580 SENADOR JOSE BENTO";-;-;-;-;-;-;-;-;-;-;-;-;-
"316590 SENADOR MODESTINO GONCALVES";-;-;1;2;-;-;-;-;-;-;-;5;8
"316600 SENHORA DE OLIVEIRA";1;-;-;-;2;-;1;2;-;-;2;1;9
"316610 SENHORA DO PORTO";-;-;1;-;-;2;-;-;-;1;1;1;6
"316620 SENHORA DOS REMEDIOS";-;-;-;-;1;-;-;-;-;-;-;-;1
"316630 SERICITA";-;2;14;-;4;-;-;-;-;-;-;-;20
"316640 SERITINGA";-;-;-;-;-;-;-;-;-;-;-;-;-
"316650 SERRA AZUL DE MINAS";-;-;1;2;2;-;-;-;-;-;-;-;5
"316660 SERRA DA SAUDADE";-;-;-;1;4;-;-;-;1;-;-;9;15
"316670 SERRA DOS AIMORES";6;8;8;4;1;1;1;-;1;1;2;3;36
"316680 SERRA DO SALITRE";7;15;67;107;162;42;9;1;-;1;-;3;414
"316690 SERRANIA";1;-;1;3;-;-;-;2;1;1;1;8;18
"316695 SERRANOPOLIS DE MINAS";-;-;3;-;-;-;-;-;-;-;-;-;3
"316700 SERRANOS";-;-;-;-;-;-;-;-;-;-;-;-;-
"316710 SERRO";3;2;29;55;29;10;3;2;2;4;1;7;147
"316720 SETE LAGOAS";11;29;1513;1256;571;145;38;32;24;42;112;358;4131
"316730 SILVEIRANIA";-;-;42;113;19;1;-;-;-;-;-;-;175
"316740 SILVIANOPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;1
"316750 SIMAO PEREIRA";-;1;2;6;2;-;1;1;2;3;105;190;313
"316760 SIMONESIA";3;6;16;18;34;4;-;-;-;-;-;1;82
"316770 SOBRALIA";6;14;22;42;32;1;1;-;-;-;-;-;118
"316780 SOLEDADE DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;1
"316790 TABULEIRO";-;-;7;24;27;6;4;1;-;-;-;-;69
"316800 TAIOBEIRAS";5;2;14;1;5;-;1;-;-;-;1;1;30
"316805 TAPARUBA";1;1;-;-;-;-;-;-;-;-;-;-;2
"316810 TAPIRA";-;2;2;26;24;4;-;-;-;-;-;-;58
"316820 TAPIRAI";-;-;-;-;-;-;-;-;-;-;-;-;-
"316830 TAQUARACU DE MINAS";-;-;-;4;5;1;-;-;-;-;-;1;11
"316840 TARUMIRIM";2;22;56;14;1;1;-;-;-;-;1;7;104
"316850 TEIXEIRAS";4;40;102;155;22;3;1;-;-;1;-;-;328
"316860 TEOFILO OTONI";452;1040;861;323;212;88;34;7;8;5;5;3;3038
"316870 TIMOTEO";57;69;234;476;504;244;96;113;109;246;1159;1805;5112
"316880 TIRADENTES";1;-;22;39;48;5;2;1;1;-;1;5;125
"316890 TIROS";-;2;30;51;70;38;1;2;2;18;99;265;578
"316900 TOCANTINS";1;37;72;71;46;5;-;4;1;-;3;4;244
"316905 TOCOS DO MOJI";-;-;-;-;-;-;-;-;1;-;-;-;1
"316910 TOLEDO";-;3;5;-;-;-;-;-;-;1;-;-;9
"316920 TOMBOS";-;3;50;66;33;22;3;1;4;15;10;28;235
"316930 TRES CORACOES";2;17;95;258;224;53;10;4;1;3;-;2;669
"316935 TRES MARIAS";16;24;115;145;146;52;28;22;15;7;19;10;599
"316940 TRES PONTAS";2;3;41;134;196;36;2;4;2;5;3;4;432
"316950 TUMIRITINGA";-;3;4;5;-;3;1;1;-;2;-;-;19
"316960 TUPACIGUARA";4;13;26;25;19;6;9;5;2;4;3;2;118
"316970 TURMALINA";2;4;6;8;5;3;-;-;-;3;8;19;58
"316980 TURVOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-
"316990 UBA";19;13;170;256;379;72;26;13;18;39;34;18;1057
"317000 UBAI";31;9;41;37;32;23;7;-;-;-;2;6;188
"317005 UBAPORANGA";1;11;39;31;15;1;-;1;1;1;3;8;112
"317010 UBERABA";297;572;2053;1347;1025;289;73;44;41;38;30;8;5817
"317020 UBERLANDIA";860;2758;7595;7467;5534;1537;522;425;332;361;392;314;28097
"317030 UMBURATIBA";2;-;2;6;2;-;-;1;-;-;-;-;13
"317040 UNAI";250;667;694;498;347;103;40;16;6;20;24;39;2704
"317043 UNIAO DE MINAS";30;25;14;5;9;1;-;-;2;-;-;1;87
"317047 URUANA DE MINAS";-;5;10;19;15;8;-;-;-;-;-;-;57
"317050 URUCANIA";1;5;59;63;55;13;-;2;1;10;34;23;266
"317052 URUCUIA";2;11;14;4;9;4;1;4;14;16;11;105;195
"317057 VARGEM ALEGRE";13;81;145;76;21;7;-;-;-;-;2;6;351
"317060 VARGEM BONITA";-;2;4;1;3;1;-;-;-;-;-;-;11
"317065 VARGEM GRANDE DO RIO PARDO";1;2;2;-;-;-;-;-;-;-;-;-;5
"317070 VARGINHA";3;38;251;895;700;115;16;8;1;3;6;60;2096
"317075 VARJAO DE MINAS";39;37;31;15;2;1;2;-;-;-;-;-;127
"317080 VARZEA DA PALMA";145;711;462;241;139;27;8;-;1;1;-;4;1739
"317090 VARZELANDIA";9;33;27;24;2;1;-;-;-;1;-;1;98
"317100 VAZANTE";28;111;486;370;203;37;5;-;6;5;8;2;1261
"317103 VERDELANDIA";9;9;3;-;-;-;-;-;-;-;-;-;21
"317107 VEREDINHA";-;-;6;2;2;3;2;-;-;-;5;96;116
"317110 VERISSIMO";1;5;12;5;8;6;-;-;-;-;1;-;38
"317115 VERMELHO NOVO";-;2;87;51;6;1;-;-;-;-;-;-;147
"317120 VESPASIANO";7;15;45;86;88;25;7;2;3;13;151;449;891
"317130 VICOSA";1;10;107;245;174;23;10;9;4;12;8;4;607
"317140 VIEIRAS";21;16;16;9;2;-;-;-;-;-;-;1;65
"317150 MATHIAS LOBATO";-;-;-;-;1;-;-;-;-;-;-;-;1
"317160 VIRGEM DA LAPA";2;1;5;13;8;12;14;9;16;61;100;36;277
"317170 VIRGINIA";-;-;2;1;2;-;-;-;-;-;-;-;5
"317180 VIRGINOPOLIS";1;2;1;4;8;-;-;-;-;-;-;-;16
"317190 VIRGOLANDIA";12;73;3;-;1;-;-;-;-;-;-;-;89
"317200 VISCONDE DO RIO BRANCO";9;98;336;500;250;154;50;35;3;24;28;21;1508
"317210 VOLTA GRANDE";-;1;2;3;3;3;-;1;2;-;2;2;19
"317220 WENCESLAU BRAZ";-;-;-;-;-;-;-;-;-;-;-;1;1
"Total";18149;45993;95545;103121;67357;18963;5458;3363;3219;5402;13413;26537;406520
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB
 (Coordenação Geral de Vigilância de Arboviroses - CGARB) em sua série histórica, que para tal, realiza análise ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de
 alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar o sistema e-SUS Vigilância em Saúde. Portanto, para os casos de Arboviroses urbanas do Espírito Santo
 foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiológica, em cada período pode apresentar notificações com data de
 notificação do ano anterior (semana epidemiológica 52 ou 53) e posterior (semana epidemiológica 01).
 Para cálculo da incidência recomenda-se utilizar locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 25/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020 às 12:00 horas, incluídos os dados do ES em 09/08/2023.
 Dados de 2020 atualizados em 28/07/2021 às 03:00 horas, incluídos os dados do ES em 09/08/2023.
 Dados de 2021 atualizados em 12/07/2022 às 03:00 horas, incluídos os dados do ES em 30/03/2026.
 Dados de 2022 atualizados em 18/07/2023 às 03:00 horas, incluídos os dados do ES em 09/08/2023.
 Dados de 2023 atualizados em 04/06/2024 às 11:30 horas, incluídos os dados do ES em 04/06/2024.
 Dados de 2024 atualizados em 28/07/2025 às 03:00 horas, incluídos os dados do ES em 28/07/2025 às 12:00 horas.
 Dados de 2025 atualizados em 04/05/2026 às 03:00 horas, sujeitos à revisão e incluídos os dados do ES em 04/05/2026.
 Dados de 2026 atualizados em 25/05/2026 às 03:00 horas, sujeitos à revisão e incluídos os dados do ES em 25/05/2026.
 * Dados disponibilizados no TABNET em maio de 2026.
 
